,country,code,indicator,time,value
5307,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,85936
5308,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,494152
5309,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5310,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5311,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5312,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1950306
5313,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5314,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,25000
5315,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,90950
5316,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,6179
5317,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,40180
5318,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5319,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,4365
5320,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5321,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5322,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5323,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,70460
5324,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1800
5325,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,6517
5327,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,35940
5328,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,5346
5329,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,191290
5330,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5331,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5332,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,5177
5333,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5334,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,7675
5335,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,5505
5336,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1358271
5337,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5338,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5339,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5340,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,30429
5341,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5342,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,276402
5343,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,6129
5344,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,235256
5345,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,9714
5346,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5347,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,98731
5348,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,532405
5349,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5350,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,169421
5351,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5352,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5353,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5354,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5355,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,176722
5356,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,8155
5357,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5358,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5359,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,69437
5360,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5361,Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5362,Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,650621
5363,Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5364,Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,747159
5365,Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,276534
5366,Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5367,Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,7351
5368,Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,250087
5369,Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,4606600
5370,Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5371,Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5372,San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5373,Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5374,Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,201090
5375,Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5376,Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5377,Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5378,Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5379,Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,75985
5380,Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5381,Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,72726
5382,Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,42054
5383,Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5384,Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5385,South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,617897
5386,South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5387,Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1469468
5388,Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,80704
5389,St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5390,St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5391,St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5392,St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5393,Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5394,Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5396,Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,234466
5397,Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,148664
5398,Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,216211
5399,Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,107402
5400,Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,10457
5401,Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5402,Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5403,Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,9320
5404,Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5405,Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5406,Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,96101
5407,Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1143083
5408,Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5409,Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5410,Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5411,Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,27586
5412,Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1460600
5413,United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5414,United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,1664025
5415,United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,14305352
5416,Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5417,Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5418,Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5419,"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5420,Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,157100
5421,Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5422,West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5423,"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5424,Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5425,Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1994,NA
5426,Afghanistan,AFG,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5427,Albania,ALB,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,28331
5428,Algeria,DZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,298767
5429,American Samoa,ASM,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5430,Andorra,AND,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5431,Angola,AGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5432,Antigua and Barbuda,ATG,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5433,Argentina,ARG,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5434,Armenia,ARM,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,45983
5435,Aruba,ABW,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5436,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,964998
5437,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,233989
5438,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,120870
5439,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,3960
5440,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,7701
5441,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5442,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5443,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,292800
5444,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,352630
5445,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5446,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,10986
5447,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5448,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5449,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
5450,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",1995,NA
